mag|my_date|netto
450|2019-11-12|2101.92
450|2019-11-24|4411.3
450|2019-11-30|5716.7
450|2019-11-19|1419.62
450|2019-11-15|2569.29
450|2019-11-16|5091.31
450|2019-11-29|5744.3
450|2019-11-20|1602.64
450|2019-11-09|6512.82
450|2019-11-06|2220.4
450|2019-11-13|2487.78
450|2019-11-02|4782.37
450|2019-11-21|2747.76
450|2019-11-28|2556.94
450|2019-11-14|2715.76
450|2019-11-04|2151.42
450|2019-11-26|2939.35
450|2019-11-18|2109.84
450|2019-11-08|3710.05
450|2019-11-07|3037.22
450|2019-11-23|5914.46
450|2019-11-22|3616.79
450|2019-11-27|2206.64
450|2019-11-25|2024.41
450|2019-11-05|1917.5
450|2019-12-05|4784.48
450|2019-12-04|3048.25
450|2019-12-14|8729.95
450|2019-12-23|7818.8
450|2019-12-15|8584.86
450|2019-12-18|6972.8
450|2019-12-22|11112.9
450|2019-12-11|3813.59
450|2019-12-09|2504.4
450|2019-12-31|1457.87
450|2019-12-29|3689.47
450|2019-12-21|9915.72
450|2019-12-30|3735.31
450|2019-12-12|3743.34
450|2019-12-19|7369.38
450|2019-12-06|3132.64
450|2019-12-17|4016.36
450|2019-12-24|2293.61
450|2019-12-20|6531.5
450|2019-12-07|4975.35
450|2019-12-13|4055.52
450|2019-12-28|4361.47
450|2019-12-16|4650.14
450|2019-12-27|3298.37
450|2019-12-03|2381.15
450|2019-12-02|1758.6
450|2019-12-10|3121.63
450|2020-01-24|2665.39
450|2020-01-09|2131.4
450|2020-01-30|2077.86
450|2020-01-31|2799.78
450|2020-01-22|1312.33
450|2020-01-29|2193.12
450|2020-01-15|1505.51
450|2020-01-27|1396.2
450|2020-01-10|2791.86
450|2020-01-16|1549.74
450|2020-01-17|1819.28
450|2020-01-20|2243.62
450|2020-01-02|2900.6
450|2020-01-03|3246.37
450|2020-01-23|2205.71
450|2020-01-18|3490.74
450|2020-01-13|2514.73
450|2020-01-28|1994.83
450|2020-01-14|2310.67
450|2020-01-21|2109.18
450|2020-01-07|1863.8
450|2020-01-04|4217.96
450|2020-01-08|2066.04
450|2020-01-25|3346.78
450|2020-01-26|2864.28
450|2020-01-11|4628.25
450|2020-02-13|2738.46
450|2020-02-28|3285.18
450|2020-02-06|2271.43
450|2020-02-08|3766.85
450|2020-02-10|2147.08
450|2020-02-07|2396.29
450|2020-02-27|2826.36
450|2020-02-25|2083.33
450|2020-02-18|2032.93
450|2020-02-04|2276.27
450|2020-02-11|2610.55
450|2020-02-14|1546.18
450|2020-02-29|5951.57
450|2020-02-24|1819.45
450|2020-02-26|1871.29
450|2020-02-17|2323.9
450|2020-02-20|2115.68
450|2020-02-22|3823.41
450|2020-02-01|4014.59
450|2020-02-05|2376.84
450|2020-02-12|2231.71
450|2020-02-03|2234.08
450|2020-02-19|2157.52
450|2020-02-21|1907.63
450|2020-02-15|4029.87
450|2020-03-10|2680.54
450|2020-03-16|631
450|2020-03-04|1970.2
450|2020-03-11|3009.37
450|2020-03-12|1641.63
450|2020-03-05|2423.16
450|2020-03-13|2243.59
450|2020-03-03|2080.37
450|2020-03-09|1788.03
450|2020-03-06|3045.78
450|2020-03-02|3292.52
450|2020-03-14|1107.02
450|2020-03-17|244.79
450|2020-03-07|5776.59
450|2020-05-28|1666.43
450|2020-05-19|1891.19
450|2020-05-20|1525.48
450|2020-05-09|2370.5
450|2020-05-26|1964.99
450|2020-05-30|3171.02
450|2020-05-22|1780.29
450|2020-05-06|1763.55
450|2020-05-13|2111.58
450|2020-05-23|3061.47
450|2020-05-14|2162.22
450|2020-05-16|2535.67
450|2020-05-18|2658.78
450|2020-05-29|2326.26
450|2020-05-11|2153.15
450|2020-05-21|1492.62
450|2020-05-15|2109.9
450|2020-05-08|3176.46
450|2020-05-27|1577.05
450|2020-05-05|1864.43
450|2020-05-07|1790.91
450|2020-05-04|1885.47
450|2020-05-25|2424.58
450|2020-05-12|2569.28
450|2020-06-19|2414.51
450|2020-06-04|1535.79
450|2020-06-28|1830.16
450|2020-06-15|2025.51
450|2020-06-08|2135.7
450|2020-06-06|3081.3
450|2020-06-30|2253.94
450|2020-06-01|2038.42
450|2020-06-20|3198.95
450|2020-06-12|2676.02
450|2020-06-05|2827.43
450|2020-06-27|3210.03
450|2020-06-17|1557.94
450|2020-06-10|2329.21
450|2020-06-02|1560.92
450|2020-06-26|2004.58
450|2020-06-24|2298.34
450|2020-06-18|2138.6
450|2020-06-09|2032.81
450|2020-06-13|2515.32
450|2020-06-22|2731.23
450|2020-06-03|1111.88
450|2020-06-29|1767.82
450|2020-06-25|1539.7
450|2020-06-23|2449.05
450|2020-06-16|1976.36
450|2020-07-20|1985.61
450|2020-07-02|2096.33
450|2020-07-27|1920.59
450|2020-07-13|2163.53
450|2020-07-09|1999.18
450|2020-07-31|2490.73
450|2020-07-17|2535.48
450|2020-07-16|1722.11
450|2020-07-29|2366.88
450|2020-07-30|1760.97
450|2020-07-22|2012.55
450|2020-07-10|2621.82
450|2020-07-23|2352.74
450|2020-07-08|2122.45
450|2020-07-06|2378.28
450|2020-07-01|1865.4
450|2020-07-15|2265.69
450|2020-07-03|2758.69
450|2020-07-24|1803.39
450|2020-07-07|2271.33
450|2020-07-14|1918.98
450|2020-07-04|3165.1
450|2020-07-25|2769.7
450|2020-07-11|3626.44
450|2020-07-18|2436.37
450|2020-07-21|3006.93
450|2020-07-28|1954.46
450|2020-08-21|1428.38
450|2020-08-17|2452.09
