mag|my_date|netto
457|2019-11-26|3481.88
457|2019-11-18|2618.35
457|2019-11-15|3082.74
457|2019-11-29|4586.94
457|2019-11-14|3781.83
457|2019-11-04|2414.66
457|2019-11-22|6338.37
457|2019-11-30|7486.17
457|2019-11-07|4028.78
457|2019-11-02|5371.9
457|2019-11-05|3110.43
457|2019-11-23|4496.25
457|2019-11-21|3068.69
457|2019-11-25|3025.88
457|2019-11-12|4194.06
457|2019-11-08|3959.3
457|2019-11-13|3369.16
457|2019-11-20|2826.65
457|2019-11-27|3665.3
457|2019-11-24|2603.58
457|2019-11-09|6363.64
457|2019-11-06|3751.87
457|2019-11-16|4131.28
457|2019-11-28|3588.9
457|2019-11-19|2834.17
457|2019-12-31|2151.13
457|2019-12-28|4309.16
457|2019-12-03|3887.05
457|2019-12-20|9062.35
457|2019-12-05|5721.98
457|2019-12-14|7309.42
457|2019-12-10|4109.3
457|2019-12-13|5278.08
457|2019-12-07|7283.08
457|2019-12-23|12771.98
457|2019-12-16|5428.43
457|2019-12-06|5959.74
457|2019-12-19|8311.59
457|2019-12-17|7409.26
457|2019-12-21|10728.82
457|2019-12-02|3526.18
457|2019-12-04|4103.18
457|2019-12-24|5535.05
457|2019-12-15|5265.7
457|2019-12-11|4466.26
457|2019-12-22|7750.86
457|2019-12-30|5854.25
457|2019-12-18|5723.81
457|2019-12-29|2219.27
457|2019-12-09|4015.05
457|2019-12-12|4552.51
457|2019-12-27|3521.32
457|2020-01-09|4065.19
457|2020-01-27|2549.17
457|2020-01-16|3015.19
457|2020-01-07|3339.27
457|2020-01-25|3287.18
457|2020-01-24|3022.68
457|2020-01-18|4972.38
457|2020-01-20|2057.02
457|2020-01-21|2749.53
457|2020-01-02|3361.86
457|2020-01-11|5167.56
457|2020-01-14|3153.97
457|2020-01-29|2290.93
457|2020-01-04|4556.62
457|2020-01-08|3411.64
457|2020-01-10|4067.21
457|2020-01-13|3612.56
457|2020-01-30|2774.98
457|2020-01-26|1667.88
457|2020-01-28|2455.68
457|2020-01-15|2904.96
457|2020-01-23|2852.41
457|2020-01-31|3450.04
457|2020-01-22|2641.45
457|2020-01-03|4119.32
457|2020-01-17|4005.64
457|2020-02-15|4811.14
457|2020-02-20|3430.96
457|2020-02-06|2705.6
457|2020-02-22|3660.09
457|2020-02-26|3136.51
457|2020-02-21|3557.65
457|2020-02-12|3644.8
457|2020-02-10|3288.31
457|2020-02-01|5255.66
457|2020-02-08|5072.99
457|2020-02-05|2532.05
457|2020-02-19|2422.2
457|2020-02-28|4588.01
457|2020-02-03|4031.26
457|2020-02-13|3887.23
457|2020-02-24|3565.5
457|2020-02-25|1913.94
457|2020-02-07|4932.67
457|2020-02-17|2779.29
457|2020-02-14|4326.09
457|2020-02-04|3288.13
457|2020-02-11|3604.85
457|2020-02-18|2148.68
457|2020-02-27|4184.29
457|2020-02-29|7329.86
457|2020-03-09|5341.51
457|2020-03-24|2249.38
457|2020-03-12|4618.84
457|2020-03-05|4850.52
457|2020-03-26|1484.87
457|2020-03-16|1855.44
457|2020-03-14|3728.96
457|2020-03-21|2077.75
457|2020-03-11|5665.54
457|2020-03-23|1195.56
457|2020-03-18|1606.44
457|2020-03-25|1138.92
457|2020-03-30|1929.29
457|2020-03-10|5351.24
457|2020-03-07|7122.03
457|2020-03-28|1329.53
457|2020-03-31|3388.93
457|2020-03-03|3853.04
457|2020-03-20|1939.4
457|2020-03-06|5874.68
457|2020-03-13|4192.95
457|2020-03-04|5400.62
457|2020-03-17|1378.26
457|2020-03-19|1715.61
457|2020-03-02|4987.52
457|2020-03-27|3197.68
457|2020-04-28|1900.98
457|2020-04-06|2250.65
457|2020-04-08|4254.18
457|2020-04-17|3175.55
457|2020-04-24|3636.87
457|2020-04-22|3056.26
457|2020-04-30|4625.03
457|2020-04-04|2872.56
457|2020-04-10|4856.16
457|2020-04-09|6183.09
457|2020-04-05|1179.1
457|2020-04-02|2607.77
457|2020-04-23|2397.92
457|2020-04-16|2498.78
457|2020-04-27|2341.87
457|2020-04-14|1470.44
457|2020-04-07|2701.77
457|2020-04-01|2496.02
457|2020-04-18|3197.84
457|2020-04-03|1964.11
457|2020-04-21|3182.52
457|2020-04-29|2696.7
457|2020-04-20|2417.69
457|2020-04-25|2959.09
457|2020-04-15|2697.63
457|2020-04-11|1946.04
457|2020-05-20|2598.69
457|2020-05-05|2188.18
457|2020-05-29|2392.34
457|2020-05-18|2026.71
457|2020-05-09|3681.29
457|2020-05-28|1840.36
457|2020-05-25|3969.24
457|2020-05-21|2318.37
457|2020-05-11|2539.09
457|2020-05-15|2698.73
457|2020-05-04|2373.3
457|2020-05-22|2874.5
457|2020-05-12|3501.52
457|2020-05-08|3721
457|2020-05-02|2965.78
457|2020-05-26|2776.89
457|2020-05-13|2537.42
457|2020-05-27|1491.69
457|2020-05-23|3332.77
457|2020-05-16|3769.23
457|2020-05-19|2826.49
457|2020-05-30|3867.5
457|2020-05-14|2546.06
457|2020-05-06|2880.88
457|2020-05-07|2849.23
457|2020-06-13|1958.47
457|2020-06-19|3858.61
457|2020-06-02|2358.85
457|2020-06-20|4080.54
457|2020-06-29|2766.57
457|2020-06-17|2521.01
457|2020-06-05|2844.77
457|2020-06-22|4227.45
457|2020-06-25|2263.91
457|2020-06-09|2935.14
457|2020-06-26|2118.49
457|2020-06-10|2827.54
457|2020-06-08|2152.61
457|2020-06-06|3857.07
457|2020-06-15|3552.04
457|2020-06-04|2096.28
457|2020-06-03|2666.09
457|2020-06-23|2709.3
457|2020-06-30|2275.65
457|2020-06-16|2708.91
457|2020-06-01|2220.46
457|2020-06-27|5049.71
457|2020-06-24|2334.8
457|2020-06-18|2976.69
457|2020-06-12|4483.95
457|2020-07-25|3789.04
457|2020-07-23|2953.11
457|2020-07-28|3018.49
457|2020-07-31|3475.24
457|2020-07-29|3011.19
457|2020-07-08|3441.58
457|2020-07-27|2400.42
457|2020-07-15|2617.14
457|2020-07-16|3360.16
457|2020-07-10|4977.11
457|2020-07-18|3117.48
457|2020-07-11|3809.04
457|2020-07-07|3083.25
457|2020-07-24|4043.27
457|2020-07-04|5275.2
457|2020-07-22|2174.93
