mag|my_date|netto
373|2019-11-07|1782.78
373|2019-11-28|2146.43
373|2019-11-18|1506.58
373|2019-11-25|1586.14
373|2019-11-14|2198.96
373|2019-11-27|2030.1
373|2019-11-16|1880.17
373|2019-11-13|1559.92
373|2019-11-05|1709.76
373|2019-11-22|2790.74
373|2019-11-19|1677.02
373|2019-11-02|1215.69
373|2019-11-20|1789.33
373|2019-11-04|2613.19
373|2019-11-30|2682.66
373|2019-11-15|2510.74
373|2019-11-12|3642.92
373|2019-11-06|1173.68
373|2019-11-09|2893.94
373|2019-11-21|2041.69
373|2019-11-08|2709.58
373|2019-11-29|3048.91
373|2019-11-26|1544.37
373|2019-11-23|2563.02
373|2019-12-19|4664.64
373|2019-12-09|2409.32
373|2019-12-30|3607.41
373|2019-12-22|2831.42
373|2019-12-12|3600.06
373|2019-12-07|2652.01
373|2019-12-14|2534.14
373|2019-12-05|3130.41
373|2019-12-23|11293.39
373|2019-12-04|2219.72
373|2019-12-06|3238.05
373|2019-12-13|4185.59
373|2019-12-02|1965.83
373|2019-12-11|2372.41
373|2019-12-28|1729.51
373|2019-12-31|3227.52
373|2019-12-10|2407.61
373|2019-12-20|5984.15
373|2019-12-03|1625.52
373|2019-12-21|6524.77
373|2019-12-24|7439.96
373|2019-12-16|3929.36
373|2019-12-18|3641.03
373|2019-12-17|3674.75
373|2019-12-27|1677.33
373|2020-01-02|2465.39
373|2020-01-16|2181.42
373|2020-01-15|1814.13
373|2020-01-23|2363.01
373|2020-01-14|2278.89
373|2020-01-21|2521.36
373|2020-01-07|1931.74
373|2020-01-31|2148.47
373|2020-01-10|1981.22
373|2020-01-03|2478.99
373|2020-01-24|2566.72
373|2020-01-22|1821.35
373|2020-01-29|1435.92
373|2020-01-08|1659.06
373|2020-01-17|2187.23
373|2020-01-28|1806.7
373|2020-01-20|1976.03
373|2020-01-11|1989.78
373|2020-01-30|1652.09
373|2020-01-13|1805.68
373|2020-01-18|1975.7
373|2020-01-09|1369.45
373|2020-01-27|1842.54
373|2020-01-25|2422.15
373|2020-01-04|2060.43
373|2020-02-25|1848.04
373|2020-02-21|1956.53
373|2020-02-07|2829.08
373|2020-02-24|1693.33
373|2020-02-12|2281.07
373|2020-02-11|2161.05
373|2020-02-13|3091.14
373|2020-02-15|2154.63
373|2020-02-06|2035.59
373|2020-02-01|1863.08
373|2020-02-17|1882.19
373|2020-02-10|2493.9
373|2020-02-19|2345.43
373|2020-02-03|1922.76
373|2020-02-26|1817.78
373|2020-02-14|3504.37
373|2020-02-29|2540.37
373|2020-02-28|2711.86
373|2020-02-08|2547.35
373|2020-02-04|1752.16
373|2020-02-27|2465.68
373|2020-02-20|1992.48
373|2020-02-18|2050.81
373|2020-02-22|2104.45
373|2020-02-05|1876.39
373|2020-03-04|2761.55
373|2020-03-13|2697.4
373|2020-03-03|2642.94
373|2020-03-14|2707.03
373|2020-03-24|2781.11
373|2020-03-06|3062.22
373|2020-03-20|3036.8
373|2020-03-05|2044.59
373|2020-03-27|1892.05
373|2020-03-02|2061.85
373|2020-03-16|2544.08
373|2020-03-30|1698.12
373|2020-03-11|3343.8
373|2020-03-21|1775.75
373|2020-03-28|1604.16
373|2020-03-09|2227.33
373|2020-03-23|1735.43
373|2020-03-31|1937.61
373|2020-03-17|1429.55
373|2020-03-10|2760.68
373|2020-03-26|1651.28
373|2020-03-18|1681.61
373|2020-03-19|1768.59
373|2020-03-12|3292.09
373|2020-03-25|3113.93
373|2020-03-07|2413.96
373|2020-04-15|2600.26
373|2020-04-10|4403.24
373|2020-04-06|2686.58
373|2020-04-30|3281.34
373|2020-04-29|1911.22
373|2020-04-08|2331.28
373|2020-04-24|2401.04
373|2020-04-18|2086.51
373|2020-04-22|1994.93
373|2020-04-16|1548.22
373|2020-04-11|2727.18
373|2020-04-07|2526.07
373|2020-04-23|1602.8
373|2020-04-14|1295.82
373|2020-04-21|2092.54
373|2020-04-25|2030.77
373|2020-04-04|1653.18
373|2020-04-03|2613.44
373|2020-04-17|2607.05
373|2020-04-01|1482.12
373|2020-04-27|1493.48
373|2020-04-09|3556.62
373|2020-04-20|2663.95
373|2020-04-28|1887.54
373|2020-04-02|2254.7
373|2020-05-29|2458.33
373|2020-05-25|2366.41
373|2020-05-18|1537.46
373|2020-05-09|3185.98
373|2020-05-11|2149.9
373|2020-05-05|2097.12
373|2020-05-02|3305.15
373|2020-05-07|2497.68
373|2020-05-27|2304.57
373|2020-05-13|2243.02
373|2020-05-23|3162.31
373|2020-05-20|1889.39
373|2020-05-06|1851
373|2020-05-19|1947.42
373|2020-05-12|1672.2
373|2020-05-28|1957.27
373|2020-05-04|2350.39
373|2020-05-08|3259.45
373|2020-05-21|2798.76
373|2020-05-16|2088.86
373|2020-05-26|3298.76
373|2020-05-14|2255.31
373|2020-05-30|2547.75
373|2020-05-22|2635.92
373|2020-05-15|2627.08
373|2020-06-25|3094.72
373|2020-06-13|3011.59
373|2020-06-22|4036.75
373|2020-06-04|2922.7
373|2020-06-20|3146.35
373|2020-06-17|2901.16
373|2020-06-27|2672.54
373|2020-06-01|2816.48
373|2020-06-23|4708.26
373|2020-06-16|2187.24
373|2020-06-29|2827.2
373|2020-06-02|1978.43
373|2020-06-12|3630.07
373|2020-06-18|2868.84
373|2020-06-03|2010.85
373|2020-06-09|3031.4
373|2020-06-30|2758.18
373|2020-06-26|2408.86
373|2020-06-05|3480.84
373|2020-06-08|2449.48
373|2020-06-06|2848.18
373|2020-06-19|3279.81
373|2020-06-10|3583.81
373|2020-06-24|2588.56
373|2020-06-15|2933.01
373|2020-07-18|2583.42
373|2020-07-23|2455.4
373|2020-07-16|3043.2
373|2020-07-31|3712.12
373|2020-07-14|2937.24
373|2020-07-20|2439.89
373|2020-07-21|2249.3
373|2020-07-29|2941.42
373|2020-07-13|2176.53
373|2020-07-27|2020.59
373|2020-07-22|2413.23
373|2020-07-06|1707.95
373|2020-07-03|3497.7
373|2020-07-01|2865.38
373|2020-07-09|3166.11
373|2020-07-02|2725.28
373|2020-07-30|2661.99
373|2020-07-15|2745.63
373|2020-07-10|2845.09
373|2020-07-11|3155.13
373|2020-07-17|3320.4
373|2020-07-24|3471.62
373|2020-07-04|2599.11
373|2020-07-28|2687.7
373|2020-07-07|2833.11
373|2020-07-25|2654.33
373|2020-07-08|3107.03
373|2020-08-13|4658.36
373|2020-08-22|2215.79
373|2020-08-17|3272.67
373|2020-08-10|2782.55
373|2020-08-03|2515.95
373|2020-08-04|2112.59
373|2020-08-21|2450.16
373|2020-08-14|6413.97
373|2020-08-28|3863.17
373|2020-08-31|1870.9
373|2020-08-26|1715.79
373|2020-08-06|3374.06
373|2020-08-18|3189.93
373|2020-08-27|3023.02
373|2020-08-11|3619.75
373|2020-08-01|3022.9
373|2020-08-29|2542.74
373|2020-08-25|2238.09
373|2020-08-20|2981.18
373|2020-08-19|2941.17
373|2020-08-05|2882.11
373|2020-08-07|3143.16
373|2020-08-08|2294.15
373|2020-08-24|2028.79
373|2020-08-12|3202.79
373|2020-09-19|3391.95
373|2020-09-18|3424.94
373|2020-09-15|1888.21
373|2020-09-29|2514.66
373|2020-09-01|2243.97
373|2020-09-05|2124.44
373|2020-09-22|1970.51
373|2020-09-25|3831.17
373|2020-09-23|2374.71
373|2020-09-04|2054.95
373|2020-09-26|2625.94
373|2020-09-08|2848.64
373|2020-09-07|2209.41
373|2020-09-10|2453.98
373|2020-09-12|2676.12
373|2020-09-28|2532.11
373|2020-09-14|2604.26
373|2020-09-30|2912.76
373|2020-09-09|2484.54
373|2020-09-16|3078.53
373|2020-09-03|1979.36
373|2020-09-17|2364.76
373|2020-09-24|1505.62
373|2020-09-02|1551.9
373|2020-09-11|3635.35
373|2020-09-21|3118.97
373|2020-10-12|2498.78
373|2020-10-14|2977.74
373|2020-10-28|2633.13
373|2020-10-17|2087.69
373|2020-10-29|3033.31
373|2020-10-02|2417.92
373|2020-10-21|2050.76
373|2020-10-24|2722.34
373|2020-10-07|2229.61
373|2020-10-06|2133.46
373|2020-10-31|2001.41
373|2020-10-20|1556.09
373|2020-10-30|2397.55
373|2020-10-01|2696.67
373|2020-10-10|2985.78
373|2020-10-09|3110.3
373|2020-10-13|2414.64
373|2020-10-27|3267.98
373|2020-10-19|1650.97
373|2020-10-05|1819.22
373|2020-10-22|2430.59
373|2020-10-03|2492.33
373|2020-10-15|2268.97
373|2020-10-26|2207.77
373|2020-10-16|2519.73
373|2020-10-08|2220.95
373|2020-10-23|1893.29
373|2020-11-17|2038.77
373|2020-11-28|2954.62
373|2020-11-06|3034.36
373|2020-11-16|2205.98
373|2020-11-19|3027.23
373|2020-11-05|2642.1
373|2020-11-20|2795.47
373|2020-11-03|1679.91
373|2020-11-14|2511.92
373|2020-11-26|2503.53
373|2020-11-09|2357.52
373|2020-11-04|2292.33
373|2020-11-21|2670.38
373|2020-11-07|2044.77
373|2020-11-18|1748.83
373|2020-11-27|3137.74
373|2020-11-30|1868.1
373|2020-11-23|1441.59
373|2020-11-02|2138.71
373|2020-11-10|3537.09
373|2020-11-25|1912.92
373|2020-11-12|3044.84
373|2020-11-24|2536.45
373|2020-11-13|3102.32
