mag|my_date|netto
443|2019-11-25|6198.2
443|2019-11-16|8420.28
443|2019-11-22|9059.38
443|2019-11-28|7141.64
443|2019-11-13|7616.23
443|2019-11-21|7182.23
443|2019-11-29|8949.32
443|2019-11-20|7937.69
443|2019-11-19|7883.69
443|2019-11-07|6435.03
443|2019-11-24|2673.27
443|2019-11-06|6788.66
443|2019-11-14|7036.64
443|2019-11-12|7376.91
443|2019-11-09|8292.57
443|2019-11-04|5820.29
443|2019-11-23|6621.96
443|2019-11-18|6106.47
443|2019-11-30|8177.09
443|2019-11-08|7448.09
443|2019-11-05|7768.65
443|2019-11-27|6701.06
443|2019-11-02|6102.43
443|2019-11-26|6565.77
443|2019-11-15|7961.61
443|2019-12-22|7278.92
443|2019-12-30|8913.27
443|2019-12-19|10082.66
443|2019-12-09|8511.5
443|2019-12-15|5729.92
443|2019-12-27|6114.95
443|2019-12-03|7122.78
443|2019-12-05|12437.11
443|2019-12-14|8903.76
443|2019-12-12|7782.23
443|2019-12-16|8879.01
443|2019-12-23|13729.78
443|2019-12-18|8872.8
443|2019-12-02|7760.72
443|2019-12-06|10819.71
443|2019-12-11|8216.1
443|2019-12-04|8273.28
443|2019-12-13|7262.34
443|2019-12-21|11891.34
443|2019-12-28|5390.33
443|2019-12-07|7479.54
443|2019-12-29|2853.96
443|2019-12-20|9992.78
443|2019-12-10|8419.66
443|2019-12-31|4137.11
443|2019-12-24|7652.04
443|2019-12-17|8144.38
443|2020-01-16|7341.92
443|2020-01-07|9838.75
443|2020-01-31|6832.03
443|2020-01-14|7389.29
443|2020-01-27|5736.4
443|2020-01-11|8825.1
443|2020-01-02|7079.96
443|2020-01-23|6622.58
443|2020-01-28|4152.79
443|2020-01-29|4823.32
443|2020-01-20|7420.36
443|2020-01-03|7051.94
443|2020-01-30|6530.23
443|2020-01-10|6788.09
443|2020-01-04|7775.53
443|2020-01-09|7156.53
443|2020-01-08|6990.71
443|2020-01-18|7465.63
443|2020-01-22|5727.03
443|2020-01-17|7175.57
443|2020-01-26|2369.36
443|2020-01-21|5644.03
443|2020-01-13|6777.69
443|2020-01-25|6833.26
443|2020-01-24|6292.86
443|2020-01-15|8139.97
443|2020-02-11|8457.72
443|2020-02-01|7768.26
443|2020-02-29|9429.05
443|2020-02-18|5373.09
443|2020-02-12|7883.62
443|2020-02-26|7633.34
443|2020-02-13|8230.43
443|2020-02-24|8520.18
443|2020-02-28|10208.99
443|2020-02-19|6351.04
443|2020-02-15|6507.75
443|2020-02-08|8096.04
443|2020-02-06|6507.36
443|2020-02-03|6614.27
443|2020-02-17|7447.11
