mag|my_date|netto
205|2019-11-15|5014.69
205|2019-11-04|5086.74
205|2019-11-23|3937.07
205|2019-11-05|4185.72
205|2019-11-27|4672.95
205|2019-11-22|6075.25
205|2019-11-18|3932.09
205|2019-11-12|6161.5
205|2019-11-14|4459.21
205|2019-11-25|4285.37
205|2019-11-08|4225.58
205|2019-11-21|5030.24
205|2019-11-29|7346.94
205|2019-11-26|3630.26
205|2019-11-07|4252.42
205|2019-11-28|5441.31
205|2019-11-16|3608.45
205|2019-11-09|4401.31
205|2019-11-06|4468.86
205|2019-11-20|3657.7
205|2019-11-19|4663.84
205|2019-11-30|6184.04
205|2019-11-13|3272.21
205|2019-11-02|4092.03
205|2019-12-17|9178.67
205|2019-12-10|6448.21
205|2019-12-28|3667.78
205|2019-12-20|12068.55
205|2019-12-16|8367.61
205|2019-12-07|5792.09
205|2019-12-12|5588.27
205|2019-12-13|5856.92
205|2019-12-03|6002.5
205|2019-12-23|18140.81
205|2019-12-02|5254.34
205|2019-12-24|8296.57
205|2019-12-31|4345.17
205|2019-12-06|6572.63
205|2019-12-11|6599.92
205|2019-12-04|4452.53
205|2019-12-30|6349.72
205|2019-12-18|8186.41
205|2019-12-27|4688.48
205|2019-12-22|7189.58
205|2019-12-05|6244.76
205|2019-12-19|7400.01
205|2019-12-09|4389.08
205|2019-12-21|9908.97
205|2019-12-15|2479.01
205|2019-12-14|5561.06
205|2020-01-09|3744.21
205|2020-01-21|3811.84
205|2020-01-02|3994.62
205|2020-01-11|4679.57
205|2020-01-07|3592.24
205|2020-01-14|4387.93
205|2020-01-03|5123.86
205|2020-01-25|3884.81
205|2020-01-29|3840.94
205|2020-01-22|3882.48
205|2020-01-10|4431.06
205|2020-01-24|3188.51
205|2020-01-17|4624.93
205|2020-01-28|3488.86
205|2020-01-08|3936.56
205|2020-01-18|3934.74
205|2020-01-04|3161.47
205|2020-01-13|3818.79
205|2020-01-16|4268.67
205|2020-01-20|3741.97
205|2020-01-27|3131.36
205|2020-01-31|5855.19
205|2020-01-30|4342.82
205|2020-01-15|3370.99
205|2020-01-23|3518.49
205|2020-02-22|4039.22
205|2020-02-01|5248.17
205|2020-02-27|5147.63
205|2020-02-18|4207.7
205|2020-02-29|5479.99
205|2020-02-26|4076.59
205|2020-02-19|4337.45
205|2020-02-04|4166.09
205|2020-02-06|4307.45
205|2020-02-12|4514.42
205|2020-02-08|4718.71
205|2020-02-10|4886.54
205|2020-02-05|4065.38
205|2020-02-13|5500.58
205|2020-02-25|4343.05
205|2020-02-17|4347.5
205|2020-02-11|5736.14
205|2020-02-28|6111.22
205|2020-02-21|5286.26
