mag|my_date|netto
182|2019-11-19|2749.54
182|2019-11-22|3906.84
182|2019-11-18|2401.06
182|2019-11-05|3763.54
182|2019-11-04|2882.87
182|2019-11-25|2047.26
182|2019-11-16|1244.18
182|2019-11-26|3195.12
182|2019-11-13|2229.07
182|2019-11-29|2655.95
182|2019-11-06|3077.45
182|2019-11-28|3047.89
182|2019-11-12|2964.61
182|2019-11-02|1917.72
182|2019-11-08|3483.66
182|2019-11-27|2924.27
182|2019-11-30|1578.55
182|2019-11-15|2431.39
182|2019-11-14|3048.7
182|2019-11-21|2635.03
182|2019-11-07|3640.78
182|2019-11-20|2378.05
182|2019-11-23|1789.74
182|2019-11-09|1276.22
182|2019-12-24|3166.08
182|2019-12-13|3579.6
182|2019-12-28|2182.03
182|2019-12-04|3098.8
182|2019-12-21|2853.98
182|2019-12-30|3776.94
182|2019-12-06|3801.99
182|2019-12-17|4517.87
182|2019-12-10|3694.88
182|2019-12-05|2695.33
182|2019-12-16|3872.95
182|2019-12-03|2711.96
182|2019-12-20|5472.81
182|2019-12-14|2032.8
182|2019-12-31|2283.18
182|2019-12-18|4096.43
182|2019-12-07|1516.8
182|2019-12-22|1009.91
182|2019-12-11|3828.15
182|2019-12-02|2959.64
182|2019-12-23|6715.53
182|2019-12-12|3896.43
182|2019-12-27|2846.71
182|2019-12-19|3650.47
182|2019-12-09|3672.35
182|2020-01-14|3489.47
182|2020-01-04|2156.55
182|2020-01-03|2968.62
182|2020-01-15|3121.07
182|2020-01-17|4255.58
182|2020-01-23|3328.23
182|2020-01-25|1415.97
182|2020-01-30|2399.76
182|2020-01-29|2320.34
182|2020-01-21|2606.88
182|2020-01-24|2742.77
182|2020-01-28|2394.16
182|2020-01-02|3784.63
182|2020-01-08|3487.48
182|2020-01-18|1975.05
182|2020-01-31|2760.78
182|2020-01-11|1557.53
182|2020-01-07|3362.82
182|2020-01-22|2272.98
182|2020-01-16|2810.71
182|2020-01-09|3541.21
182|2020-01-27|2813.35
182|2020-01-13|2814.66
182|2020-01-10|3305.15
182|2020-01-20|2970.45
182|2020-02-15|1112.64
182|2020-02-13|3506.27
182|2020-02-20|2648.07
182|2020-02-22|1586.93
182|2020-02-01|1983.14
182|2020-02-05|2957.01
182|2020-02-29|1538.36
182|2020-02-24|2550.24
182|2020-02-26|2515.29
182|2020-02-19|2945.02
182|2020-02-06|3048.78
182|2020-02-12|2397.91
182|2020-02-07|3331.24
182|2020-02-08|1824.37
182|2020-02-28|3417.12
182|2020-02-04|2114.14
182|2020-02-11|2692.17
182|2020-02-14|3690.47
182|2020-02-03|2637.9
182|2020-02-17|3211.78
182|2020-02-18|2634.34
182|2020-02-27|2793.08
182|2020-02-25|2870.57
182|2020-02-10|2819.98
182|2020-02-21|2548.28
182|2020-03-31|1470.25
182|2020-03-04|3100.3
182|2020-03-13|4368.38
182|2020-03-19|2345.12
182|2020-03-11|4268.31
