mag|my_date|netto
442|2019-11-07|4970.85
442|2019-11-08|6222.64
442|2019-11-30|4247.91
442|2019-11-18|3959.88
442|2019-11-09|5128.98
442|2019-11-22|5765.16
442|2019-11-14|4582.44
442|2019-11-29|6622.46
442|2019-11-26|4635.4
442|2019-11-28|4938.24
442|2019-11-04|5065.54
442|2019-11-25|2641.76
442|2019-11-13|3486.93
442|2019-11-20|3830.28
442|2019-11-05|5782.26
442|2019-11-19|4271.54
442|2019-11-16|4149.74
442|2019-11-23|2825.62
442|2019-11-12|5803.04
442|2019-11-27|5339.54
442|2019-11-15|4858.35
442|2019-11-06|3926.32
442|2019-11-21|3469.79
442|2019-11-02|2244.53
442|2019-12-09|5006.6
442|2019-12-20|11816.87
442|2019-12-28|2434.8
442|2019-12-10|6467.19
442|2019-12-27|3886.32
442|2019-12-19|8814.72
442|2019-12-16|6891.86
442|2019-12-04|4507.78
442|2019-12-13|6452.27
442|2019-12-31|3938.21
442|2019-12-06|6896.29
442|2019-12-02|4605.41
442|2019-12-24|6370.17
442|2019-12-11|5619.82
442|2019-12-07|4278.43
442|2019-12-03|6088.4
442|2019-12-30|5952.49
442|2019-12-23|14411.58
442|2019-12-12|5642.75
442|2019-12-21|9146.86
442|2019-12-18|7775.43
442|2019-12-17|8254.54
442|2019-12-22|5327.87
442|2019-12-05|5392.27
442|2019-12-14|4769.28
442|2020-01-28|4106.56
442|2020-01-13|4468.74
442|2020-01-15|3528.26
442|2020-01-08|3978.77
442|2020-01-11|3879.06
442|2020-01-10|4962.1
442|2020-01-04|3834.37
442|2020-01-29|3559.06
442|2020-01-21|4421.17
442|2020-01-23|3127.28
442|2020-01-03|4878.54
442|2020-01-31|5523.17
442|2020-01-18|3419.22
442|2020-01-22|2659.87
442|2020-01-07|4175.36
442|2020-01-25|4369.07
442|2020-01-16|4490.07
442|2020-01-27|3707.88
442|2020-01-14|4914.89
442|2020-01-17|4611.8
442|2020-01-24|5187.78
442|2020-01-20|4188.49
