mag|my_date|netto
220|2019-11-27|1632.24
220|2019-11-13|2337.78
220|2019-11-02|3138.8
220|2019-11-06|2185.31
220|2019-11-26|1672.57
220|2019-11-23|3375.59
220|2019-11-12|2041.76
220|2019-11-16|3776.79
220|2019-11-30|4500.03
220|2019-11-24|2597.9
220|2019-11-22|2179.05
220|2019-11-19|1899.86
220|2019-11-09|3674.49
220|2019-11-20|2189.06
220|2019-11-05|1546.27
220|2019-11-14|2300.44
220|2019-11-25|1650.38
220|2019-11-28|2044.11
220|2019-11-08|3050.4
220|2019-11-04|1320.69
220|2019-11-07|1540.5
220|2019-11-21|2105.94
220|2019-11-18|1451.13
220|2019-11-15|2162.97
220|2019-11-29|2809.28
220|2019-12-18|2489.43
220|2019-12-21|4190.04
220|2019-12-31|1200.39
220|2019-12-14|3669.84
220|2019-12-27|2574.46
220|2019-12-29|1562.7
220|2019-12-03|1674.31
220|2019-12-05|3397.53
220|2019-12-12|3061.12
220|2019-12-04|2817.53
220|2019-12-11|2211.58
220|2019-12-22|5341.47
220|2019-12-15|3526.81
220|2019-12-13|2879.36
220|2019-12-28|2268.21
220|2019-12-17|2994.53
220|2019-12-02|2630.68
220|2019-12-19|3946.29
220|2019-12-10|2506.15
220|2019-12-23|5157.05
220|2019-12-06|2869.45
220|2019-12-09|2040.96
220|2019-12-20|4784.14
220|2019-12-07|4293.59
220|2019-12-24|2061.2
220|2019-12-30|1982.75
220|2019-12-16|2592.22
