mag|my_date|netto
091|2019-11-13|1681.39
091|2019-11-04|2141.81
091|2019-11-18|1617.31
091|2019-11-07|2287.88
091|2019-11-14|2059.49
091|2019-11-16|1217.05
091|2019-11-30|1403.61
091|2019-11-06|1294.07
091|2019-11-29|2772.11
091|2019-11-20|1933.03
091|2019-11-23|1274.16
091|2019-11-08|2251.22
091|2019-11-25|2228.1
091|2019-11-22|2134.97
091|2019-11-02|1516.82
091|2019-11-19|1858.26
091|2019-11-12|1711.95
091|2019-11-27|1841.52
091|2019-11-28|1982.47
091|2019-11-21|1332.63
091|2019-11-05|2768.77
091|2019-11-15|2236.11
091|2019-11-26|1872.4
091|2019-11-09|1759.29
091|2019-12-16|2540.6
091|2019-12-09|2202.3
091|2019-12-30|2705.27
091|2019-12-15|698.95
091|2019-12-06|2668.22
091|2019-12-12|2471.24
091|2019-12-19|2719.35
091|2019-12-02|1736.29
091|2019-12-10|3699.82
091|2019-12-23|7462.92
091|2019-12-05|2808.65
091|2019-12-13|3316.43
091|2019-12-22|2217.78
091|2019-12-24|2931.95
091|2019-12-31|2080.26
091|2019-12-20|4327.27
091|2019-12-11|2479.6
091|2019-12-07|1528.07
091|2019-12-17|3476.91
091|2019-12-18|3907.19
091|2019-12-28|1499.09
091|2019-12-21|3039.95
091|2019-12-04|2106.77
091|2019-12-03|2156.86
091|2019-12-27|3161.75
091|2019-12-14|1530.64
091|2020-01-25|1250.84
091|2020-01-23|1169.04
091|2020-01-31|1858.09
091|2020-01-20|1570.01
091|2020-01-10|2999.99
091|2020-01-27|1733.31
091|2020-01-21|1499.34
091|2020-01-07|1323.43
091|2020-01-08|2002.83
091|2020-01-11|1151.25
091|2020-01-29|1478.39
091|2020-01-03|1650.82
091|2020-01-04|1358.97
091|2020-01-24|1376
091|2020-01-09|2173.63
091|2020-01-17|1848.29
091|2020-01-13|1840.77
091|2020-01-14|2429.48
091|2020-01-28|1856.71
091|2020-01-02|2632.39
091|2020-01-15|2168.7
091|2020-01-18|910.57
091|2020-01-30|1339.34
091|2020-01-16|2003.03
091|2020-01-22|1207.04
091|2020-02-28|2492.51
091|2020-02-25|1574.69
091|2020-02-15|1391.44
091|2020-02-11|2143.09
091|2020-02-17|2334.66
091|2020-02-08|1090.16
091|2020-02-24|1928.86
091|2020-02-19|1431.52
091|2020-02-12|2498.86
091|2020-02-13|2194.49
091|2020-02-14|1981.51
091|2020-02-01|1001.84
091|2020-02-18|1328.72
091|2020-02-21|1071.02
091|2020-02-04|2074.74
091|2020-02-10|1562.6
091|2020-02-03|1716.52
091|2020-02-20|2013.8
091|2020-02-27|2513.07
091|2020-02-26|2192.28
091|2020-02-22|1187.94
091|2020-02-05|2402.59
091|2020-02-07|1920.93
091|2020-02-29|2347.34
091|2020-02-06|1535.25
091|2020-03-17|1010.66
091|2020-03-05|2362.54
091|2020-03-12|3039.81
091|2020-03-11|2244.88
091|2020-03-21|667.36
091|2020-03-27|1599.44
091|2020-03-10|2669.02
091|2020-03-24|1666.88
091|2020-03-06|2333.45
091|2020-03-23|1786.62
091|2020-03-20|1106.91
091|2020-03-31|1780.92
091|2020-03-14|1154.25
091|2020-03-04|2098.51
091|2020-03-07|1230.21
091|2020-03-19|1150.89
091|2020-03-03|3035.08
091|2020-03-02|1962.66
091|2020-03-28|801.99
091|2020-03-16|1189.92
091|2020-03-26|1493.87
091|2020-03-18|1077.49
091|2020-03-30|1618.94
091|2020-03-13|2972.55
091|2020-03-25|901.28
091|2020-03-09|2041.87
091|2020-04-11|533.03
091|2020-04-28|1514.85
091|2020-04-04|1075.2
091|2020-04-24|1476.82
091|2020-04-01|1528.86
091|2020-04-08|1334.93
091|2020-04-09|1455.46
091|2020-04-15|2674.67
091|2020-04-30|1954.57
091|2020-04-18|566.82
091|2020-04-14|1407.74
091|2020-04-29|1739.12
091|2020-04-25|1127
091|2020-04-23|1760.95
091|2020-04-16|1216.69
091|2020-04-22|1693
091|2020-04-06|1970.29
091|2020-04-07|1710.81
091|2020-04-21|1248.15
091|2020-04-10|2082.41
091|2020-04-03|1081.11
091|2020-04-17|1262.05
091|2020-04-27|1355.95
091|2020-04-02|1314.3
091|2020-04-20|2024.2
091|2020-05-29|2105.93
091|2020-05-27|1725.62
091|2020-05-21|1374.91
091|2020-05-23|1261.69
091|2020-05-02|1188.71
091|2020-05-11|1711.04
091|2020-05-20|2767.18
091|2020-05-25|1436.01
091|2020-05-07|2107.51
091|2020-05-18|1871.99
091|2020-05-14|2255.57
091|2020-05-15|2444.89
091|2020-05-28|2138.47
091|2020-05-30|1312.19
091|2020-05-22|1955.68
091|2020-05-12|1343.81
091|2020-05-26|1714.72
091|2020-05-19|1309.82
091|2020-05-06|1383.39
091|2020-05-08|2168.47
091|2020-05-09|1337.35
091|2020-05-05|1233.43
091|2020-05-16|1462.59
091|2020-05-13|2307.49
091|2020-06-16|1912.52
091|2020-06-15|2162.45
091|2020-06-09|2249.15
091|2020-06-04|1940.75
091|2020-06-29|2463.99
091|2020-06-19|1551.19
091|2020-06-13|1109.54
091|2020-06-01|2220.57
091|2020-06-03|1858.68
091|2020-06-18|1674.29
091|2020-06-22|2065.88
091|2020-06-02|1949.98
091|2020-06-20|1199.78
091|2020-06-05|1609.65
091|2020-06-30|1916.56
091|2020-06-06|1262.08
091|2020-06-12|1929.74
091|2020-06-25|1872.17
